sentences,split,not_high_yielding,high_yielding
"[2-(2-bromoacetyl)furan-3-yl]methyl acetate and ethyl n-(5-chloro-2-cyanophenyl)carbamate react together in the presence of n,n-dimethylformamide, oxidane, hydride, sodium(1+) to produce ethyl 3-amino-6-chloro-2-[3-(hydroxymethyl)furan-2-carbonyl]indole-1-carboxylate.",train,1,0
"Tert-butyl 1-benzoyl-2-methylindole-3-carboxylate reacts in the presence of oxolane, methanol, oxidane, lithium(1+), hydroxide to produce 1-benzoyl-2-methylindole-3-carboxylic acid.",train,0,1
"3-ethoxy-4-hydroxybenzaldehyde and methanesulfonyl chloride react together in the presence of dichloromethane, oxidane to produce (2-ethoxy-4-formylphenyl) methanesulfonate.",train,0,1
"Chloro(difluoro)methane and 2-amino-4-(4-fluoro-3-pyrimidin-5-ylphenyl)-4-[4-(trifluoromethoxy)phenyl]-1h-imidazol-5-one react together in the presence of n,n-dimethylformamide, potassium(1+), hydroxide to produce 2-amino-3-(difluoromethyl)-5-(4-fluoro-3-pyrimidin-5-ylphenyl)-5-[4-(trifluoromethoxy)phenyl]imidazol-4-one.",train,1,0
"Ethyl 2-(3-chloro-4-fluorophenyl)-4-methyl-4-phenyl-2,3-dihydro-1h-quinoline-6-carboxylate reacts in the presence of oxolane, methanol, chlorane, oxidane, sodium(1+), hydroxide to produce 2-(3-chloro-4-fluorophenyl)-4-methyl-4-phenyl-2,3-dihydro-1h-quinoline-6-carboxylic acid.",train,0,1
"Benzyl 2-acetylmorpholine-4-carboxylate and cyanoboranuide react together in the presence of oxolane, acetate, methanol, oxidane, azanium, sodium(1+) to produce benzyl 2-(1-aminoethyl)morpholine-4-carboxylate.",train,1,0
"Methyl 4-[4-[2-[benzyl-[(2r)-2-(oxan-2-yloxy)-2-phenylethyl]amino]ethyl]phenyl]-2-nitrobenzoate reacts in the presence of ethanol, oxidane, chloride, iron, azanium to produce methyl 2-amino-4-[4-[2-[benzyl-[(2r)-2-(oxan-2-yloxy)-2-phenylethyl]amino]ethyl]phenyl]benzoate.",train,0,1
Furan-2-ylmethanamine and cyclohexanesulfonyl chloride react together in the presence of pyridine to produce n-(furan-2-ylmethyl)cyclohexanesulfonamide.,train,1,0
"(2r)-1-tritylpyrrolidine-2-carboxamide reacts in the presence of oxolane, oxidane, aluminum(3+), hydride, lithium(1+), sodium(1+), hydroxide to produce [(2r)-1-tritylpyrrolidin-2-yl]methanamine.",train,0,1
"1-[2-(diethoxymethyl)aziridin-1-yl]ethanone and azide react together in the presence of n,n-dimethylformamide, chloride, sodium(1+), zinc(2+) to produce n-[(2r)-3-azido-1,1-diethoxypropan-2-yl]acetamide.",train,1,0
"2,5-dibromopyridine and piperidin-4-ol react together in the presence of methylsulfinylmethane, hydride, sodium(1+) to produce 5-bromo-2-piperidin-4-yloxypyridine.",train,1,0
"1-o-tert-butyl 2-o-methyl (2r,4r)-4-hydroxypyrrolidine-1,2-dicarboxylate and chloromethoxymethylbenzene react together in the presence of n-ethyl-n-propan-2-ylpropan-2-amine, dichloromethane, oxidane to produce 1-o-tert-butyl 2-o-methyl (2r,4r)-4-(phenylmethoxymethoxy)pyrrolidine-1,2-dicarboxylate.",train,0,1
"N-(6-fluoro-7-nitro-2,4-dioxo-1h-quinazolin-3-yl)methanesulfonamide and (3s)-pyrrolidin-3-ol react together to produce n-[6-[(3s)-3-hydroxypyrrolidin-1-yl]-7-nitro-2,4-dioxo-1h-quinazolin-3-yl]methanesulfonamide.",train,1,0
"(2r)-2-methyl-2-methylsulfonyl-n-(oxan-2-yloxy)-4-[2-oxo-4-[(e)-2-phenylethenyl]pyridin-1-yl]butanamide reacts in the presence of methanol, chlorane, dichloromethane to produce n-hydroxy-2-methyl-2-methylsulfonyl-4-[2-oxo-4-[(e)-2-phenylethenyl]pyridin-1-yl]butanamide.",train,0,1
"Benzyl 8-[[5-chloro-4-[2-(methylcarbamoyl)anilino]pyrimidin-2-yl]amino]-2-oxo-3,5-dihydro-1h-1,4-benzodiazepine-4-carboxylate reacts in the presence of iodo(trimethyl)silane, dichloromethane to produce 2-[[5-chloro-2-[(2-oxo-1,3,4,5-tetrahydro-1,4-benzodiazepin-8-yl)amino]pyrimidin-4-yl]amino]-n-methylbenzamide.",train,1,0
"Tert-butyl (3r)-3-methyl-4-(6-nitropyridin-3-yl)piperazine-1-carboxylate reacts in the presence of methanol, palladium to produce tert-butyl (3r)-4-(6-aminopyridin-3-yl)-3-methylpiperazine-1-carboxylate.",train,0,1
"(e)-3-[5-(diethoxymethyl)thiophen-3-yl]prop-2-enenitrile and trimethyl-[2-[[4-(1h-pyrazol-4-yl)pyrrolo[2,3-d]pyrimidin-7-yl]methoxy]ethyl]silane react together in the presence of 2,3,4,6,7,8,9,10-octahydropyrimido[1,2-a]azepine, acetonitrile, oxidane to produce 3-[5-(diethoxymethyl)thiophen-3-yl]-3-[4-[7-(2-trimethylsilylethoxymethyl)pyrrolo[2,3-d]pyrimidin-4-yl]pyrazol-1-yl]propanenitrile.",train,1,0
"4-bromonaphthalen-1-amine and 3-fluoro-5-morpholin-4-ylbenzoic acid react together in the presence of n-ethyl-n-propan-2-ylpropan-2-amine, dichloromethane, oxidane to produce n-(4-bromonaphthalen-1-yl)-3-fluoro-5-morpholin-4-ylbenzamide.",train,1,0
"2-(3,4-dimethoxyphenyl)-n-methylethanamine and 5-(3-bromopropylamino)-4-chloro-1h-pyridazin-6-one react together in the presence of propan-2-one, n,n-diethylethanamine, ethyl acetate, hydrogen carbonate, potassium(1+) to produce 4-chloro-5-[3-[2-(3,4-dimethoxyphenyl)ethyl-methylamino]propylamino]-1h-pyridazin-6-one.",train,1,0
"(2-isocyanatosulfonylphenyl) n,n-dimethylsulfamate and 4,6-dimethylpyrimidin-2-amine react together in the presence of dichloromethane to produce [2-[(4,6-dimethylpyrimidin-2-yl)carbamoylsulfamoyl]phenyl] n,n-dimethylsulfamate.",train,1,0
"(e)-3-[(3as,5ar,5br,7ar,9s,11ar,11br,13as)-9-[3,3-dimethyl-4-[(2-methylpropan-2-yl)oxy]-4-oxobutanoyl]oxy-5a,5b,8,8,11a-pentamethyl-2-oxo-1-propan-2-yl-4,5,6,7,7a,9,10,11,11b,12,13,13a-dodecahydro-3h-cyclopenta[a]chrysen-3a-yl]prop-2-enoic acid reacts in the presence of dichloromethane, 2,2,2-trifluoroacetic acid to produce 4-[[(3as,5ar,5br,7ar,9s,11ar,11br,13as)-3a-[(e)-2-carboxyethenyl]-5a,5b,8,8,11a-pentamethyl-2-oxo-1-propan-2-yl-4,5,6,7,7a,9,10,11,11b,12,13,13a-dodecahydro-3h-cyclopenta[a]chrysen-9-yl]oxy]-2,2-dimethyl-4-oxobutanoic acid.",train,1,0
"5-[(4-methoxyphenyl)methylidene]-1,3-thiazolidine-2,4-dione reacts in the presence of oxolane, ethanol, palladium to produce 5-[(4-methoxyphenyl)methyl]-1,3-thiazolidine-2,4-dione.",train,0,1
"7,8-dihydroxy-3-(2-methoxyphenyl)chromen-4-one reacts in the presence of tribromoborane, dichloromethane to produce 7,8-dihydroxy-3-(2-hydroxyphenyl)chromen-4-one.",train,1,0
"Methyl (2s)-2-[[(2s)-4-acetylsulfanyl-2-(phenylmethoxycarbonylamino)butanoyl]amino]-3-[2-(hydroxymethyl)phenyl]propanoate reacts in the presence of n,n-diethylethanamine, ethyl acetate, methylsulfinylmethane, dichloromethane, oxalyl dichloride to produce methyl (2s)-2-[[(2s)-4-acetylsulfanyl-2-(phenylmethoxycarbonylamino)butanoyl]amino]-3-(2-formylphenyl)propanoate.",train,0,1
"Tert-butyl 4-[(2-oxopiperazin-1-yl)methyl]piperidine-1-carboxylate and 3-bromobenzenesulfonyl chloride react together in the presence of ethyl acetate, oxidane, carbonate, sodium(1+) to produce tert-butyl 4-[[4-(3-bromophenyl)sulfonyl-2-oxopiperazin-1-yl]methyl]piperidine-1-carboxylate.",train,1,0
"Methyl 4-(4-chlorophenyl)-4-hydroxy-1-[3-[9-(2-hydroxypropan-2-yl)-5h-[1]benzoxepino[3,4-b]pyridin-11-ylidene]propyl]-3-methylpiperidine-3-carboxylate reacts in the presence of oxolane, aluminum(3+), hydride, lithium(1+) to produce 4-(4-chlorophenyl)-3-(hydroxymethyl)-1-[3-[9-(2-hydroxypropan-2-yl)-5h-[1]benzoxepino[3,4-b]pyridin-11-ylidene]propyl]-3-methylpiperidin-4-ol.",train,1,0
"2-methoxyacetyl chloride and n-[3-(2-aminoimidazo[1,2-a]pyridin-6-yl)oxyphenyl]-3-methylpyridine-2-carboxamide react together in the presence of oxolane, n,n-dimethylacetamide, methanol, carbonate, sodium(1+) to produce n-[3-[2-[(2-methoxyacetyl)amino]imidazo[1,2-a]pyridin-6-yl]oxyphenyl]-3-methylpyridine-2-carboxamide.",train,1,0
"1-bromoethanol and 4-sulfanylphenol react together in the presence of methanol, sodium(1+), hydroxide to produce 4-(2-hydroxyethylsulfanyl)phenol.",train,0,1
"5-amino-1-propylpyrazole-4-carbonitrile and sulfuric acid react together in the presence of oxidane, carbonate, sodium(1+) to produce 5-amino-1-propylpyrazole-4-carboxamide.",train,0,1
"Bromomethylbenzene and (4-methoxyphenyl)methyl 2-[(3s,4r)-3-bromo-2-oxo-4-sulfanylazetidin-1-yl]-3-methylbut-2-enoate react together in the presence of acetonitrile, silver to produce (4-methoxyphenyl)methyl 2-[(2r,3s)-2-benzylsulfanyl-3-bromo-4-oxoazetidin-1-yl]-3-methylbut-2-enoate.",train,1,0
"Tert-butyl 2-(2-hydroxyethyl)-5-(4-iodophenyl)-3-[(4-methoxyphenyl)methoxy]pentanoate and methanesulfonyl chloride react together in the presence of n,n-diethylethanamine, dichloromethane to produce tert-butyl 5-(4-iodophenyl)-3-[(4-methoxyphenyl)methoxy]-2-(2-methylsulfonyloxyethyl)pentanoate.",train,0,1
"7-(7-methoxy-6-phenylmethoxyquinolin-4-yl)oxy-3,4-dihydro-2h-1,4-benzoxazine reacts in the presence of ethanol, palladium to produce 4-(3,4-dihydro-2h-1,4-benzoxazin-7-yloxy)-7-methoxyquinolin-6-ol.",train,0,1
"2-chloro-5-ethylpyrimidine and (3s)-3-(6-methylsulfonylpyridin-3-yl)oxy-1-piperidin-4-ylpyrrolidin-2-one react together in the presence of n-ethyl-n-propan-2-ylpropan-2-amine, ethyl acetate, n,n-dimethylformamide, chlorane, oxidane to produce (3s)-1-[1-(5-ethylpyrimidin-2-yl)piperidin-4-yl]-3-(6-methylsulfonylpyridin-3-yl)oxypyrrolidin-2-one.",train,1,0
"Phthalic acid reacts in the presence of oxolane, oxidane, aluminum(3+), hydride, lithium(1+), sodium(1+), hydroxide to produce [2-(hydroxymethyl)phenyl]methanol.",train,0,1
"2,2-dimethyl-1,3-dioxane-4,6-dione and 2-hydroxy-3-(trifluoromethoxy)benzaldehyde react together in the presence of oxidane to produce 2-oxo-8-(trifluoromethoxy)chromene-3-carboxylic acid.",train,1,0
"2-amino-2-methylpropanoic acid and 2-(3-bromophenyl)-8-chloro-4,4-dimethyl-2,3-dihydro-1h-quinoline-6-carbonitrile react together in the presence of methylsulfinylmethane, carbonate, iodocopper, potassium(1+) to produce 2-[3-(8-chloro-6-cyano-4,4-dimethyl-2,3-dihydro-1h-quinolin-2-yl)anilino]-2-methylpropanoic acid.",train,1,0
"[3-(methoxymethoxy)-1-(2-methylphenyl)pyrazol-4-yl]methanol reacts in the presence of toluene, manganese, oxygen(2-) to produce 3-(methoxymethoxy)-1-(2-methylphenyl)pyrazole-4-carbaldehyde.",train,0,1
"1,1-bis(2,2-dimethylpropoxy)-n,n-dimethylmethanamine and 5-[5-[(4-methoxycyclohexyl)methyl]-6-oxo-7,8-dihydropyrazino[2,3-b]pyrazin-3-yl]-4-methylpyridine-2-carboxamide react together in the presence of oxolane to produce n-(dimethylaminomethylidene)-5-[5-[(4-methoxycyclohexyl)methyl]-6-oxo-7,8-dihydropyrazino[2,3-b]pyrazin-3-yl]-4-methylpyridine-2-carboxamide.",train,0,1
"2-bromo-4-chloropyridine-3-carbaldehyde and 7,8,9,10-tetrahydro-3h-pyridazino[4,5-a]indolizin-4-one react together in the presence of 1,4-dioxane, 2-(methylamino)acetic acid, carbonate, bromocopper, potassium(1+) to produce 4-chloro-2-(4-oxo-7,8,9,10-tetrahydropyridazino[4,5-a]indolizin-3-yl)pyridine-3-carbaldehyde.",train,1,0
"(2r)-3-(4-chlorophenyl)-2-[(2-methylpropan-2-yl)oxycarbonylamino]propanoic acid and 3-methyl-5-phenyl-4-piperazin-1-yl-1h-pyrrolo[2,3-b]pyridine react together in the presence of n-ethyl-n-propan-2-ylpropan-2-amine, 3-(ethyliminomethylideneamino)-n,n-dimethylpropan-1-amine, dichloromethane, oxidane, carbonate, 1-hydroxybenzotriazole, sodium(1+) to produce tert-butyl n-[(2r)-3-(4-chlorophenyl)-1-[4-(3-methyl-5-phenyl-1h-pyrrolo[2,3-b]pyridin-4-yl)piperazin-1-yl]-1-oxopropan-2-yl]carbamate.",train,1,0
"1-(4-aminophenoxy)-3-(dimethylamino)propan-2-ol and 2-chloro-n-phenyl-n-(2-phenylethyl)pyrimidin-4-amine react together in the presence of 1-methylpyrrolidin-2-one, chlorane to produce 1-(dimethylamino)-3-[4-[[4-[n-(2-phenylethyl)anilino]pyrimidin-2-yl]amino]phenoxy]propan-2-ol.",train,1,0
"1,2,3,4-tetramethoxy-5-methylbenzene and 2,2,2-trifluoroacetic acid react together in the presence of 1,3,5,7-tetrazatricyclo[3.3.1.13,7]decane to produce 2,3,4,5-tetramethoxy-6-methylbenzaldehyde.",train,0,1
"Phosphoryl trichloride and 5-phenyl-7h-pyrido[2,3-d]pyridazin-8-one react together in the presence of pyridine to produce 8-chloro-5-phenylpyrido[2,3-d]pyridazine.",train,0,1
"2-(chloromethyl)-3-(2-chlorophenyl)-5-methylquinazolin-4-one and 3,7-dihydropurine-6-thione react together in the presence of n,n-dimethylformamide, oxidane, carbonate, potassium(1+) to produce 3-(2-chlorophenyl)-5-methyl-2-(7h-purin-6-ylsulfanylmethyl)quinazolin-4-one.",train,0,1
"5-bromo-1-benzothiophene and tert-butyl 2-cyanoacetate react together in the presence of 2-methylpropan-2-olate, 1,2-dimethoxyethane, chlorane, dichloropalladium;triphenylphosphanium, oxidane, boranuide, potassium(1+), sodium(1+), triphenylphosphane to produce tert-butyl 2-(1-benzothiophen-5-yl)-2-cyanoacetate.",train,0,1
"Magnesium;benzene;bromide and 2-[3-methoxy-4-(3-methyl-1,2,4-triazol-1-yl)anilino]-6,7-dihydro-5h-1,3-benzothiazol-4-one react together in the presence of ethoxyethane to produce 2-[3-methoxy-4-(3-methyl-1,2,4-triazol-1-yl)anilino]-4-phenyl-6,7-dihydro-5h-1,3-benzothiazol-4-ol.",train,1,0
"[dimethylamino(triazolo[4,5-b]pyridin-3-yloxy)methylidene]-dimethylazanium and tert-butyl 4-[(1r)-1-[[4-(trifluoromethyl)phenyl]sulfonylamino]ethyl]benzoate react together in the presence of o-[tert-butyl(dimethyl)silyl]hydroxylamine, n,n-diethylethanamine, n,n-dimethylformamide, toluene, chlorane, 1,2-dichloroethane, dichloromethane, hexafluorophosphate, 2,2,2-trifluoroacetic acid, hydrogen carbonate, sodium(1+) to produce n-hydroxy-4-[(1r)-1-[[4-(trifluoromethyl)phenyl]sulfonylamino]ethyl]benzamide.",train,1,0
"3-[(1r,6s,9r)-6,10,10-trimethyl-11-oxatricyclo[7.2.1.01,6]dodec-2-en-2-yl]propan-1-ol reacts in the presence of ethoxyethane, dichloromethane, chloro-oxido-dioxochromium, pyridin-1-ium to produce 3-[(1r,6s,9r)-6,10,10-trimethyl-11-oxatricyclo[7.2.1.01,6]dodec-2-en-2-yl]propanal.",train,0,1
"3-[2-(2,4-dichloroanilino)-7-(diethylamino)benzimidazol-1-yl]propanoic acid reacts in the presence of n,n-diethylethanamine, 3-(ethyliminomethylideneamino)-n,n-dimethylpropan-1-amine, ethyl acetate, n,n-dimethylformamide, chlorane to produce 1-(2,4-dichlorophenyl)-6-(diethylamino)-3,4-dihydropyrimido[1,2-a]benzimidazol-2-one.",train,0,1
"1,1-dimethylthiourea and 1,3-dichloropropan-2-one react together in the presence of propan-2-one, sulfate, magnesium(2+) to produce 4-(chloromethyl)-n,n-dimethyl-1,3-thiazol-2-amine.",train,0,1
"3-(4-butylpiperazin-1-yl)propyl 9h-xanthene-9-carboxylate reacts in the presence of chlorane, sodium(1+), hydroxide to produce 3-(4-butylpiperazin-1-yl)propyl 9h-xanthene-9-carboxylate.",train,0,1
"4,6-diamino-2-bromopyridine-3-carbonitrile reacts in the presence of oxolane, acetate, methanol, potassium(1+), palladium to produce 4,6-diaminopyridine-3-carbonitrile.",train,1,0
"2-diethoxyphosphorylacetonitrile and 6-(4-phenylbutoxy)-3,4-dihydro-2h-naphthalen-1-one react together in the presence of oxolane, oxidane, hydride, sodium(1+) to produce 2-[6-(4-phenylbutoxy)-3,4-dihydro-2h-naphthalen-1-ylidene]acetonitrile.",train,1,0
"Tert-butyl (3s)-3-(5,6,7,8-tetrahydropyrido[4,3-d]pyrimidin-4-yloxy)pyrrolidine-1-carboxylate and 5-bromo-2-methoxypyridine-3-carbonitrile react together in the presence of 1,4-dioxane, dicyclohexyl-[2-[2,4,6-tri(propan-2-yl)phenyl]phenyl]phosphane, (1e,4e)-1,5-diphenylpenta-1,4-dien-3-one, carbonate, cesium(1+), palladium to produce tert-butyl (3s)-3-[[6-(5-cyano-6-methoxypyridin-3-yl)-7,8-dihydro-5h-pyrido[4,3-d]pyrimidin-4-yl]oxy]pyrrolidine-1-carboxylate.",train,1,0
"3-amino-7-butyl-5-propyl-2h-pyrazolo[3,4-d]pyrimidine-4,6-dione and 1-bromo-2-chloroethane react together in the presence of n,n-dimethylformamide, carbonate, potassium(1+) to produce 3-amino-7-butyl-2-(2-chloroethyl)-5-propylpyrazolo[3,4-d]pyrimidine-4,6-dione.",train,1,0
"Undec-10-enoic acid and thionyl dichloride react together to produce undeca-2,10-dienoyl chloride.",train,0,1
"(2s)-3-(3-nitropyrazol-1-yl)propane-1,2-diol reacts in the presence of ethanol, molecular hydrogen, palladium to produce (2s)-3-(3-aminopyrazol-1-yl)propane-1,2-diol.",train,0,1
"4-fluoro-n-piperazin-1-ylbenzamide and 3-phenylprop-2-enoic acid react together in the presence of bromane, n,n-diethylethanamine, 3-(ethyliminomethylideneamino)-n,n-dimethylpropan-1-amine, ethyl acetate, n,n-dimethylformamide, chlorane, oxidane, 1-hydroxybenzotriazole, chloride, sodium(1+) to produce 4-fluoro-n-[4-(3-phenylprop-2-enoyl)piperazin-1-yl]benzamide.",train,1,0
"2-methoxy-n-methylaniline and methyl 4-chloro-5-[4-cyano-6-(trifluoromethyl)pyridin-3-yl]-2-methoxybenzoate react together in the presence of toluene, 1,2-dichloroethane, molecular nitrogen to produce 4-chloro-5-[4-cyano-6-(trifluoromethyl)pyridin-3-yl]-2-methoxy-n-(2-methoxyphenyl)-n-methylbenzamide.",train,1,0
"3-(morpholin-4-ylmethyl)-5-(2,4,4-trimethylpentan-2-yl)benzene-1,2-diol and benzenethiol react together in the presence of ethoxyethane, n,n-dimethylformamide to produce 3-(phenylsulfanylmethyl)-5-(2,4,4-trimethylpentan-2-yl)benzene-1,2-diol.",train,0,1
"(2s,5s,6r,14r,15s)-2,6-dimethyl-12-methylidene-18,21,22,25-tetraoxahexacyclo[15.4.4.01,17.02,15.05,14.06,11]pentacosane and (2s,5s,6r,12s,14r,15s)-2,6-dimethyl-18,21,22,25-tetraoxahexacyclo[15.4.4.01,17.02,15.05,14.06,11]pentacosane-12-carbaldehyde react together to produce (2s,5s,6s,12r,14r,15s)-12-ethenyl-2,6-dimethyl-18,21,22,25-tetraoxahexacyclo[15.4.4.01,17.02,15.05,14.06,11]pentacosane.",train,0,1
"Prop-2-enoic acid and n-methyl-4-nitroaniline react together in the presence of oxidane, sulfuric acid to produce 3-(n-methyl-4-nitroanilino)propanoic acid.",train,0,1
"Ethyl 1-cyclopropyl-6,7-difluoro-4-oxo-8-prop-1-ynylquinoline-3-carboxylate reacts in the presence of acetic acid, oxidane, sulfuric acid to produce 1-cyclopropyl-6,7-difluoro-4-oxo-8-prop-1-ynylquinoline-3-carboxylic acid.",train,0,1
"Aniline and 2-chloro-2,5a,6,7,8,9,9a,10-octahydro-1h-benzo[g]quinolin-5-one react together in the presence of palladium;tritert-butylphosphanium, 2-methylbutan-2-olate, toluene, sodium(1+) to produce 2-anilino-6,7,8,9,9a,10-hexahydro-5ah-benzo[g]quinolin-5-one.",train,1,0
"1-ethenyl-3-nitrobenzene reacts in the presence of acetic acid, zinc to produce 3-ethenylaniline.",train,1,0
"N-[3-[5-(2-chloropyrimidin-4-yl)-2-(4-methylsulfonylpiperazin-1-yl)-1,3-thiazol-4-yl]-2-fluorophenyl]-2,6-difluorobenzenesulfonamide and azane react together in the presence of methanol to produce n-[3-[5-(2-aminopyrimidin-4-yl)-2-(4-methylsulfonylpiperazin-1-yl)-1,3-thiazol-4-yl]-2-fluorophenyl]-2,6-difluorobenzenesulfonamide.",train,1,0
"4,5-diamino-n,n-dimethyl-2-(4-oxopyridin-1-yl)benzenesulfonamide and oxalic acid react together in the presence of chlorane, azane to produce n,n-dimethyl-2,3-dioxo-7-(4-oxopyridin-1-yl)-1,4-dihydroquinoxaline-6-sulfonamide.",train,1,0
"Tributyl(pyrimidin-2-yl)stannane and (4s)-3'-bromo-7'-(2-fluoropyridin-3-yl)spiro[5h-1,3-thiazole-4,5'-chromeno[2,3-b]pyridine]-2-amine react together in the presence of 1,4-dioxane, 1-phenylpropan-2-amine, phosphoric acid to produce (4s)-7'-(2-fluoropyridin-3-yl)-3'-pyrimidin-2-ylspiro[5h-1,3-thiazole-4,5'-chromeno[2,3-b]pyridine]-2-amine.",train,1,0
"Ethyl 3-(6-chloro-1-tritylpyrazolo[4,3-c]pyridin-3-yl)propanoate and benzylurea react together in the presence of 1,4-dioxane, dicyclohexyl-[3,6-dimethoxy-2-[2,4,6-tri(propan-2-yl)phenyl]phenyl]phosphane, chloropalladium(1+), 2-phenylethanamine, carbonate, cesium(1+) to produce ethyl 3-[6-(benzylcarbamoylamino)-1-tritylpyrazolo[4,3-c]pyridin-3-yl]propanoate.",train,1,0
"Methyl 4-chloro-2-(phenoxycarbonylamino)benzoate and 2-aminobenzenesulfonamide react together to produce 3-(2-aminophenyl)sulfonyl-7-chloro-1h-quinazoline-2,4-dione.",train,1,0
"Tert-butyl 3-[3,4-dichloro-n-(2-oxoethyl)anilino]propanoate and methyl (2s)-2-amino-4-phenylmethoxybutanoate react together in the presence of borane, acetic acid, n,n-diethylethanamine, ethanol, chlorane, 1,2-dichloroethane, pyridine to produce methyl (2s)-2-[2-(3,4-dichloro-n-[3-[(2-methylpropan-2-yl)oxy]-3-oxopropyl]anilino)ethylamino]-4-phenylmethoxybutanoate.",train,0,1
"1,1,5,5-tetrakis[4-(diethylamino)phenyl]penta-2,4-dienyl perchlorate and hydroxide react together in the presence of methanol, sodium(1+) to produce 1,1,5,5-tetrakis[4-(diethylamino)phenyl]penta-1,4-dien-3-ol.",train,0,1
"Ethyl 3-[4-[[2-[(e)-2-phenylethenyl]-1,3-oxazol-4-yl]methylsulfanyl]phenyl]propanoate reacts in the presence of oxolane, chlorane, oxidane, aluminum(3+), hydride, lithium(1+) to produce 3-[4-[[2-[(e)-2-phenylethenyl]-1,3-oxazol-4-yl]methylsulfanyl]phenyl]propan-1-ol.",train,0,1
"Tert-butyl 4-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)pyrazole-1-carboxylate and 2-amino-6-bromo-8-cyclopentyl-4-methylpyrido[2,3-d]pyrimidin-7-one react together in the presence of n,n-dimethylformamide, dichloropalladium;triphenylphosphanium, carbonate, potassium(1+) to produce 2-amino-8-cyclopentyl-4-methyl-6-(1h-pyrazol-4-yl)pyrido[2,3-d]pyrimidin-7-one.",train,1,0
"Isocyanate and 2-anilinoacetic acid react together in the presence of acetic acid, chlorane, oxidane, potassium(1+) to produce 1-phenylimidazolidine-2,4-dione.",train,1,0
"(3r,5r)-5-[tert-butyl(dimethyl)silyl]oxypiperidin-3-ol and benzyl carbonochloridate react together in the presence of 1,4-dioxane, ethyl acetate, oxidane to produce benzyl (3r,5r)-3-[tert-butyl(dimethyl)silyl]oxy-5-hydroxypiperidine-1-carboxylate.",train,0,1
"3-chloro-2-methylbenzenesulfonyl chloride and 4-methyl-5-(2,2,2-trichloroethyl)-1,3-thiazol-2-amine react together in the presence of chlorane, oxidane to produce 3-chloro-2-methyl-n-[4-methyl-5-(2,2,2-trichloroethyl)-1,3-thiazol-2-yl]benzenesulfonamide.",train,0,1
"Ethyl 2-methyl-4-nitro-1-oxido-6,7,8,9-tetrahydro-5h-cyclohepta[b]pyridin-1-ium-3-carboxylate and methanol react together in the presence of sodium to produce methyl 4-methoxy-2-methyl-1-oxido-6,7,8,9-tetrahydro-5h-cyclohepta[b]pyridin-1-ium-3-carboxylate.",train,0,1
"9-benzhydryloxy-7-[(4-fluorophenyl)methyl]-5-hydroxy-6h-pyrrolo[3,4-g]quinolin-8-one and 2-(1,3-dioxoisoindol-2-yl)ethanesulfonyl chloride react together in the presence of hexane, n,n-diethylethanamine, ethyl acetate, n,n-dimethylpyridin-4-amine to produce [9-benzhydryloxy-7-[(4-fluorophenyl)methyl]-8-oxo-6h-pyrrolo[3,4-g]quinolin-5-yl] 2-(1,3-dioxoisoindol-2-yl)ethanesulfonate.",train,1,0
"1-ethynyl-4-fluorobenzene and 2-(4-pentylcyclohexyl)acetaldehyde react together in the presence of oxolane, chlorane to produce 4-(4-fluorophenyl)-1-(4-pentylcyclohexyl)but-3-yn-2-ol.",train,0,1
"(e)-3-cyclohexyl-2-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)prop-2-en-1-ol and 4-bromo-1-methylsulfonyl-2-(trifluoromethoxy)benzene react together in the presence of ethyl acetate, n,n-dimethylformamide, dichloropalladium, carbonate, iron(2+), sodium(1+), cyclopenta-2,4-dien-1-yl(diphenyl)phosphane to produce (e)-3-cyclohexyl-2-[4-methylsulfonyl-3-(trifluoromethoxy)phenyl]prop-2-en-1-ol.",train,0,1
"2-(4-chloro-2-methylphenoxy)acetaldehyde and 2-hydroxyacetamide react together in the presence of oxolane, ethoxyethane to produce 2-[(4-chloro-2-methylphenoxy)methyl]-1,3-oxazolidin-4-one.",train,1,0
"1-fluoro-2-methyl-4-nitrobenzene and n-(2-aminoethyl)-2,2,2-trifluoroacetamide react together in the presence of 1-methylpyrrolidin-2-one, chlorane, oxidane, carbonate, sodium(1+) to produce 2,2,2-trifluoro-n-[2-(2-methyl-4-nitroanilino)ethyl]acetamide.",train,1,0
Acetyl acetate and 5-[2-(methylamino)ethoxy]-3h-quinazolin-4-one react together in the presence of pyridine to produce n-methyl-n-[2-[(4-oxo-3h-quinazolin-5-yl)oxy]ethyl]acetamide.,train,0,1
"Tetradecanoic acid and 1-[(2s,4r)-4-amino-6-bromo-2-propyl-3,4-dihydro-2h-quinolin-1-yl]ethanone react together in the presence of acetate, 2,6-dimethylpyridine, toluene, phenylboronic acid, copper(2+) to produce 1-[(2s,4r)-4-anilino-6-bromo-2-propyl-3,4-dihydro-2h-quinolin-1-yl]ethanone.",train,1,0
"(4-tetradecoxyphenyl)methanamine and furo[3,4-c]pyridine-1,3-dione react together in the presence of chloroform to produce 2-[(4-tetradecoxyphenyl)methyl]pyrrolo[3,4-c]pyridine-1,3-dione.",train,0,1
